年纪,工作性质,家庭收入,学位,婚姻状况,工作类型,家庭情况,族裔,性别,工作地点,标签
19,Private,133731,Master,Single,Intern,Living Alone,Black,Male,Urban,1
67,Private,184531,Master,Single,Intern,Living with Family,Hispanic,Male,Rural,1
41,Private,131107,Master,Widowed,Full-time,Living Alone,White,Male,Rural,1
63,Unemployed,157344,Highschool,Married,Full-time,Living with Family,Other,Male,Suburban,1
47,Self-emp,158078,Bachelor,Single,Intern,Living with Roommates,Asian,Female,Urban,1
30,Self-emp,50757,Highschool,Single,Full-time,Living with Roommates,Asian,Male,Rural,1
63,Government,152647,PhD,Divorced,Part-time,Living with Roommates,Asian,Female,Rural,1
57,Unemployed,113254,Master,Widowed,Full-time,Living with Family,Hispanic,Female,Rural,1
55,Unemployed,61936,Master,Divorced,Contract,Living with Family,Black,Female,Suburban,1
61,Private,63362,PhD,Single,Part-time,Living with Roommates,Other,Male,Rural,1
45,Self-emp,39103,PhD,Single,Intern,Living with Roommates,White,Male,Urban,0
34,Private,182193,Master,Divorced,Contract,Living with Roommates,Other,Female,Rural,1
25,Self-emp,61717,Bachelor,Widowed,Contract,Living Alone,Black,Male,Rural,1
25,Self-emp,98378,Highschool,Married,Contract,Living with Family,Black,Male,Suburban,1
25,Private,53297,Bachelor,Single,Part-time,Living Alone,Hispanic,Female,Rural,1
70,Unemployed,82719,Highschool,Married,Full-time,Living Alone,White,Female,Suburban,1
51,Unemployed,163690,PhD,Single,Full-time,Living with Family,White,Male,Suburban,1
32,Private,122617,Highschool,Widowed,Intern,Living with Roommates,Asian,Female,Suburban,1
35,Government,15979,PhD,Married,Full-time,Living Alone,White,Male,Urban,0
25,Government,38597,PhD,Married,Part-time,Living Alone,Hispanic,Female,Rural,0
26,Self-emp,88534,Bachelor,Widowed,Intern,Living with Roommates,Asian,Male,Rural,1
49,Self-emp,172528,Bachelor,Widowed,Contract,Living Alone,Asian,Female,Suburban,1
64,Unemployed,156345,Master,Married,Intern,Living with Family,White,Male,Urban,1
32,Private,165955,PhD,Divorced,Part-time,Living with Family,Black,Male,Suburban,1
47,Unemployed,21191,Bachelor,Married,Full-time,Living with Family,Asian,Male,Rural,0
64,Government,52723,Bachelor,Married,Contract,Living with Family,White,Male,Suburban,1
29,Private,43587,PhD,Widowed,Contract,Living Alone,Hispanic,Male,Suburban,0
68,Private,139639,Bachelor,Single,Intern,Living with Roommates,Hispanic,Female,Rural,1
67,Self-emp,85690,Master,Single,Intern,Living with Family,Hispanic,Female,Suburban,1
31,Government,46260,Master,Widowed,Intern,Living with Family,Asian,Male,Urban,0
53,Private,175409,Highschool,Widowed,Part-time,Living Alone,Other,Female,Urban,1
22,Self-emp,62640,PhD,Married,Full-time,Living Alone,Other,Female,Suburban,1
30,Self-emp,161412,Master,Widowed,Intern,Living with Roommates,Asian,Male,Urban,1
65,Self-emp,164561,Highschool,Widowed,Contract,Living with Family,Other,Male,Rural,1
63,Government,74899,Bachelor,Divorced,Contract,Living with Family,Asian,Female,Urban,1
69,Unemployed,90293,Master,Widowed,Contract,Living with Family,Black,Male,Suburban,1
49,Self-emp,97783,Highschool,Divorced,Full-time,Living with Family,Asian,Male,Urban,1
31,Unemployed,49573,PhD,Divorced,Intern,Living with Family,Black,Female,Rural,0
47,Government,11461,Bachelor,Divorced,Full-time,Living Alone,White,Female,Urban,0
40,Private,19970,Bachelor,Married,Intern,Living with Roommates,White,Male,Urban,0
60,Private,146859,PhD,Widowed,Part-time,Living Alone,Black,Male,Rural,1
50,Government,150166,Bachelor,Divorced,Intern,Living Alone,Other,Female,Urban,1
30,Unemployed,126328,PhD,Single,Intern,Living with Family,Asian,Male,Rural,1
36,Unemployed,120692,Highschool,Divorced,Full-time,Living Alone,Hispanic,Male,Urban,1
31,Private,136030,Master,Married,Contract,Living with Roommates,White,Male,Rural,1
34,Government,94137,Bachelor,Single,Part-time,Living with Family,White,Female,Urban,1
63,Government,110357,PhD,Married,Intern,Living with Family,Black,Female,Suburban,1
70,Government,193589,PhD,Widowed,Part-time,Living with Family,White,Female,Urban,1
65,Self-emp,149198,PhD,Widowed,Contract,Living with Family,White,Male,Suburban,1
58,Self-emp,145821,Bachelor,Single,Full-time,Living with Roommates,Hispanic,Female,Urban,1
35,Unemployed,158441,Bachelor,Married,Part-time,Living Alone,Hispanic,Female,Suburban,1
69,Government,30416,Highschool,Widowed,Intern,Living Alone,Other,Male,Rural,0
41,Self-emp,15677,Master,Married,Part-time,Living Alone,Asian,Female,Urban,0
47,Self-emp,183744,Master,Divorced,Contract,Living with Family,White,Male,Suburban,1
39,Private,94056,Master,Married,Part-time,Living with Roommates,White,Female,Suburban,1
53,Government,185612,Bachelor,Widowed,Contract,Living with Roommates,Other,Male,Urban,1
68,Self-emp,21402,PhD,Widowed,Full-time,Living with Roommates,Black,Male,Urban,0
44,Unemployed,135457,Bachelor,Divorced,Full-time,Living with Roommates,White,Female,Urban,1
43,Self-emp,98282,PhD,Married,Contract,Living Alone,White,Male,Suburban,1
55,Private,92497,Master,Single,Part-time,Living with Family,Asian,Female,Rural,1
48,Unemployed,42277,Master,Widowed,Part-time,Living Alone,Other,Male,Urban,0
34,Unemployed,119739,PhD,Married,Part-time,Living with Family,Other,Female,Suburban,1
22,Government,127293,Bachelor,Divorced,Full-time,Living with Family,Hispanic,Male,Suburban,1
21,Self-emp,62259,PhD,Widowed,Intern,Living with Roommates,White,Female,Suburban,1
40,Government,27377,Highschool,Divorced,Contract,Living Alone,White,Male,Suburban,0
48,Unemployed,118064,PhD,Single,Full-time,Living Alone,Asian,Male,Urban,1
69,Unemployed,43874,PhD,Widowed,Contract,Living with Family,Asian,Male,Urban,0
50,Private,127010,PhD,Widowed,Contract,Living with Family,Other,Male,Rural,1
58,Government,69519,Bachelor,Single,Part-time,Living with Family,Asian,Male,Urban,1
69,Private,77546,Bachelor,Single,Full-time,Living Alone,Black,Female,Urban,1
29,Unemployed,136551,Master,Single,Contract,Living Alone,Black,Male,Suburban,1
61,Self-emp,68109,Highschool,Widowed,Part-time,Living Alone,Asian,Male,Rural,1
58,Self-emp,182950,Bachelor,Single,Intern,Living with Roommates,Asian,Female,Urban,1
43,Unemployed,142016,Master,Single,Intern,Living with Roommates,Hispanic,Male,Urban,1
42,Government,145008,Master,Single,Intern,Living with Roommates,Asian,Male,Urban,1
29,Private,45512,Master,Single,Intern,Living Alone,Hispanic,Male,Rural,0
45,Unemployed,16367,Highschool,Single,Intern,Living with Family,Other,Male,Suburban,0
43,Self-emp,43037,PhD,Widowed,Full-time,Living Alone,White,Male,Rural,0
43,Unemployed,91003,Highschool,Single,Intern,Living Alone,White,Male,Urban,1
45,Private,16622,Highschool,Widowed,Full-time,Living with Family,Other,Male,Urban,0
57,Self-emp,195874,Master,Widowed,Intern,Living with Roommates,Hispanic,Female,Rural,1
46,Self-emp,24042,Master,Single,Full-time,Living with Roommates,Hispanic,Male,Urban,0
61,Private,92761,Bachelor,Divorced,Contract,Living with Roommates,Other,Male,Urban,1
58,Self-emp,91150,PhD,Married,Contract,Living with Roommates,White,Male,Suburban,1
55,Unemployed,131892,Bachelor,Divorced,Full-time,Living with Roommates,Black,Female,Urban,1
59,Private,108109,Bachelor,Divorced,Full-time,Living Alone,Black,Male,Suburban,1
57,Private,181098,PhD,Divorced,Full-time,Living with Roommates,Asian,Female,Suburban,1
67,Self-emp,167512,Highschool,Single,Part-time,Living with Roommates,Hispanic,Female,Rural,1
38,Government,134034,Bachelor,Widowed,Part-time,Living Alone,Other,Male,Urban,1
25,Unemployed,143004,Bachelor,Divorced,Contract,Living with Family,Black,Male,Rural,1
23,Unemployed,102998,Bachelor,Single,Contract,Living with Roommates,Hispanic,Male,Urban,1
46,Private,100889,Highschool,Divorced,Full-time,Living with Family,White,Male,Suburban,1
43,Self-emp,92734,Bachelor,Married,Full-time,Living Alone,White,Female,Urban,1
30,Unemployed,12011,Master,Divorced,Intern,Living Alone,Hispanic,Female,Rural,0
22,Private,118531,Bachelor,Married,Intern,Living with Roommates,Asian,Female,Suburban,1
66,Private,128401,Highschool,Single,Full-time,Living Alone,Black,Male,Urban,1
32,Government,31882,Bachelor,Single,Full-time,Living with Family,Asian,Female,Urban,0
23,Government,153055,Highschool,Divorced,Intern,Living Alone,Hispanic,Male,Urban,1
58,Self-emp,111084,Master,Married,Full-time,Living Alone,Black,Female,Urban,1
66,Self-emp,159898,Master,Divorced,Full-time,Living with Family,Asian,Male,Urban,1
53,Private,195722,PhD,Widowed,Part-time,Living with Roommates,Asian,Female,Rural,1
36,Unemployed,83145,Highschool,Married,Contract,Living with Family,Other,Male,Suburban,1
47,Government,143103,Highschool,Divorced,Part-time,Living Alone,Hispanic,Male,Rural,1
48,Government,130532,Master,Divorced,Contract,Living with Roommates,White,Female,Urban,1
59,Private,64829,Master,Single,Contract,Living with Roommates,Asian,Male,Suburban,1
55,Self-emp,142224,Bachelor,Widowed,Contract,Living with Family,Other,Male,Rural,1
29,Private,152498,Highschool,Widowed,Intern,Living with Family,Black,Male,Suburban,1
60,Government,145276,PhD,Single,Intern,Living with Roommates,Asian,Male,Urban,1
65,Unemployed,168515,Highschool,Widowed,Part-time,Living with Family,White,Female,Suburban,1
47,Unemployed,38953,Highschool,Widowed,Part-time,Living Alone,Hispanic,Female,Suburban,0
64,Self-emp,138088,PhD,Single,Part-time,Living Alone,Other,Male,Suburban,1
46,Government,28887,Master,Married,Part-time,Living with Family,White,Male,Suburban,0
23,Self-emp,86906,PhD,Widowed,Part-time,Living with Family,Hispanic,Female,Rural,1
25,Self-emp,88696,Master,Single,Contract,Living with Family,Hispanic,Male,Urban,1
52,Self-emp,108863,Bachelor,Divorced,Contract,Living with Family,Hispanic,Male,Rural,1
51,Self-emp,61060,Master,Married,Part-time,Living with Roommates,Asian,Female,Suburban,1
65,Unemployed,86097,Master,Married,Contract,Living Alone,Hispanic,Male,Suburban,1
62,Government,36936,Highschool,Single,Part-time,Living with Family,Black,Male,Urban,0
24,Self-emp,38963,PhD,Widowed,Part-time,Living with Family,White,Male,Urban,0
45,Government,131082,Master,Widowed,Full-time,Living with Roommates,Hispanic,Male,Urban,1
61,Government,27227,Bachelor,Divorced,Full-time,Living with Family,Other,Male,Rural,0
57,Private,87442,PhD,Single,Full-time,Living Alone,Asian,Male,Suburban,1
35,Self-emp,167015,Master,Married,Intern,Living with Family,Asian,Female,Suburban,1
48,Self-emp,27066,Master,Married,Part-time,Living with Roommates,Hispanic,Female,Urban,0
18,Self-emp,171767,PhD,Widowed,Intern,Living with Roommates,Asian,Female,Rural,1
52,Unemployed,60435,PhD,Married,Part-time,Living with Family,White,Female,Rural,1
28,Self-emp,171147,Highschool,Widowed,Part-time,Living Alone,Other,Male,Urban,1
65,Government,58623,Bachelor,Widowed,Part-time,Living Alone,Other,Male,Suburban,1
61,Self-emp,68764,Highschool,Widowed,Contract,Living with Family,Hispanic,Female,Suburban,1
30,Government,132504,Bachelor,Widowed,Contract,Living with Family,Black,Female,Rural,1
58,Self-emp,68454,Highschool,Married,Part-time,Living with Family,Black,Female,Urban,1
26,Private,89284,Master,Widowed,Intern,Living with Roommates,Hispanic,Male,Suburban,1
68,Private,152141,Master,Single,Intern,Living with Roommates,Asian,Female,Rural,1
32,Private,21037,Bachelor,Married,Intern,Living with Roommates,Other,Female,Suburban,0
24,Private,170611,Bachelor,Widowed,Part-time,Living with Roommates,Asian,Female,Urban,1
67,Unemployed,56317,Highschool,Married,Contract,Living Alone,Asian,Male,Urban,1
28,Government,56394,Master,Divorced,Intern,Living with Family,Black,Male,Rural,1
53,Self-emp,56169,Highschool,Widowed,Contract,Living with Roommates,Other,Female,Urban,1
65,Unemployed,146924,Highschool,Married,Full-time,Living Alone,Other,Female,Rural,1
49,Government,157365,Bachelor,Widowed,Contract,Living Alone,White,Male,Rural,1
68,Private,27512,PhD,Widowed,Full-time,Living Alone,Asian,Male,Rural,0
62,Unemployed,151172,PhD,Single,Part-time,Living with Family,White,Female,Urban,1
46,Government,156801,Bachelor,Married,Intern,Living Alone,White,Female,Suburban,1
35,Private,173698,Bachelor,Married,Intern,Living with Roommates,Other,Female,Urban,1
57,Self-emp,159375,Bachelor,Single,Intern,Living with Roommates,Hispanic,Female,Urban,1
58,Self-emp,162728,Master,Divorced,Full-time,Living with Roommates,Other,Female,Rural,1
30,Private,47753,Master,Widowed,Full-time,Living Alone,Hispanic,Male,Urban,0
67,Self-emp,68804,PhD,Widowed,Full-time,Living with Family,Other,Female,Rural,1
48,Unemployed,63225,PhD,Married,Part-time,Living with Family,Hispanic,Female,Urban,1
64,Self-emp,84361,Bachelor,Single,Full-time,Living Alone,White,Male,Rural,1
70,Government,35428,Highschool,Single,Part-time,Living with Roommates,Other,Female,Urban,0
57,Government,120510,PhD,Widowed,Contract,Living Alone,Hispanic,Female,Rural,1
53,Unemployed,167598,Highschool,Single,Contract,Living Alone,Black,Female,Suburban,1
59,Government,71342,Bachelor,Widowed,Intern,Living with Roommates,Other,Male,Urban,1
52,Self-emp,11118,PhD,Married,Intern,Living with Roommates,Hispanic,Male,Suburban,0
66,Government,126444,PhD,Divorced,Contract,Living with Family,Asian,Male,Suburban,1
55,Government,129104,Bachelor,Married,Intern,Living with Roommates,White,Male,Urban,1
59,Unemployed,75980,PhD,Divorced,Full-time,Living with Family,Hispanic,Male,Urban,1
55,Self-emp,108607,Highschool,Single,Contract,Living with Family,Other,Male,Rural,1
46,Unemployed,176451,Master,Single,Part-time,Living with Roommates,White,Male,Suburban,1
49,Unemployed,24080,Highschool,Divorced,Contract,Living with Family,White,Female,Suburban,0
19,Unemployed,108145,Highschool,Single,Intern,Living with Family,Asian,Male,Rural,1
37,Private,148723,Master,Single,Part-time,Living with Roommates,Hispanic,Female,Rural,1
33,Self-emp,79476,Master,Divorced,Part-time,Living Alone,Hispanic,Male,Rural,1
58,Self-emp,71952,Highschool,Single,Full-time,Living Alone,White,Male,Urban,1
65,Private,180566,PhD,Married,Contract,Living Alone,Hispanic,Female,Rural,1
30,Government,97081,Bachelor,Divorced,Part-time,Living Alone,Other,Male,Suburban,1
45,Unemployed,175089,Master,Divorced,Full-time,Living Alone,Other,Female,Urban,1
62,Government,54637,PhD,Single,Intern,Living Alone,Black,Female,Rural,1
66,Private,102812,Highschool,Single,Intern,Living with Roommates,Hispanic,Female,Suburban,1
29,Private,157233,Highschool,Married,Intern,Living with Roommates,Hispanic,Male,Rural,1
35,Unemployed,95737,Master,Married,Full-time,Living with Roommates,Hispanic,Female,Urban,1
29,Self-emp,195624,Highschool,Divorced,Intern,Living with Roommates,Other,Female,Urban,1
21,Unemployed,150803,Highschool,Married,Part-time,Living Alone,Other,Male,Urban,1
69,Private,75842,Master,Divorced,Contract,Living with Family,Asian,Female,Urban,1
63,Unemployed,180044,Highschool,Single,Contract,Living Alone,Black,Male,Rural,1
28,Private,114151,Highschool,Divorced,Full-time,Living with Roommates,Other,Male,Urban,1
28,Self-emp,145218,Highschool,Divorced,Contract,Living with Roommates,White,Female,Suburban,1
61,Self-emp,44021,Highschool,Divorced,Intern,Living with Roommates,Asian,Male,Suburban,0
57,Unemployed,145609,Master,Single,Intern,Living with Roommates,Other,Male,Rural,1
22,Private,167366,Master,Widowed,Part-time,Living with Roommates,Other,Female,Suburban,1
57,Unemployed,99843,Highschool,Widowed,Full-time,Living with Family,White,Male,Urban,1
60,Unemployed,164578,Bachelor,Widowed,Part-time,Living with Roommates,Other,Male,Rural,1
41,Government,76791,Bachelor,Married,Part-time,Living with Family,Black,Female,Suburban,1
41,Self-emp,86766,Highschool,Divorced,Full-time,Living with Family,White,Male,Urban,1
52,Unemployed,81374,Highschool,Single,Part-time,Living with Roommates,Hispanic,Male,Suburban,1
32,Self-emp,18607,PhD,Married,Part-time,Living with Roommates,Other,Male,Rural,0
40,Private,42089,PhD,Single,Intern,Living with Roommates,White,Female,Suburban,0
61,Private,109366,Master,Single,Full-time,Living with Roommates,Other,Female,Suburban,1
43,Private,37479,Master,Married,Full-time,Living with Family,Other,Female,Rural,0
53,Government,57811,Master,Widowed,Intern,Living Alone,Black,Female,Suburban,1
56,Self-emp,17889,Bachelor,Single,Contract,Living with Roommates,White,Female,Rural,0
67,Government,43856,Master,Married,Full-time,Living Alone,White,Female,Urban,0
56,Government,157037,Bachelor,Widowed,Contract,Living with Family,Asian,Male,Suburban,1
68,Private,26104,Bachelor,Single,Part-time,Living with Roommates,Black,Female,Urban,0
23,Unemployed,175359,Highschool,Divorced,Full-time,Living with Family,Asian,Male,Suburban,1
34,Government,92237,Highschool,Widowed,Part-time,Living with Roommates,Hispanic,Female,Urban,1
33,Self-emp,46922,Bachelor,Married,Full-time,Living Alone,Asian,Male,Urban,0
46,Government,26551,PhD,Divorced,Full-time,Living Alone,Other,Male,Suburban,0
63,Self-emp,18740,Bachelor,Single,Intern,Living Alone,White,Male,Rural,0
53,Self-emp,47091,Bachelor,Married,Full-time,Living with Family,Black,Male,Rural,0
